market_segment,channel_used,campaign_type,impressions,clicks,conversion_rate,roi,acquisition_cost
Health & Wellness,Website,Social Media,2703,709,0.002,0.053,15547
Foodies,YouTube,Social Media,6891,122,0.0,0.052,9696
Tech Enthusiasts,Google Ads,Email,7786,105,0.001,0.035,14362
Tech Enthusiasts,Instagram,Email,6559,304,0.001,0.031,15969
Foodies,Facebook,Email,2630,351,0.001,0.074,6922
Tech Enthusiasts,Google Ads,Search,6730,365,0.001,0.026,15256
Fashionistas,Facebook,Email,6625,501,0.001,0.066,17762
Health & Wellness,Website,Display,3382,873,0.001,0.036,8258
Outdoor Adventurers,Facebook,Email,3964,775,0.001,0.021,11333
Fashionistas,Instagram,Email,5978,552,0.001,0.022,5943
Foodies,YouTube,Search,3730,485,0.001,0.033,16733
Foodies,Google Ads,Email,6726,407,0.0,0.063,7083
Outdoor Adventurers,YouTube,Email,9737,767,0.001,0.023,8842
Health & Wellness,Facebook,Display,3435,203,0.001,0.021,7157
Outdoor Adventurers,Facebook,Email,7428,532,0.001,0.048,7708
Tech Enthusiasts,Facebook,Influencer,8675,135,0.001,0.05,19857
Outdoor Adventurers,YouTube,Search,7258,582,0.001,0.028,7029
Health & Wellness,Website,Social Media,8473,798,0.0,0.04,19461
Health & Wellness,Google Ads,Search,2677,601,0.001,0.072,18562
Fashionistas,YouTube,Display,2662,868,0.0,0.078,8947
Tech Enthusiasts,YouTube,Social Media,4802,376,0.001,0.058,6257
Health & Wellness,Google Ads,Email,6030,561,0.001,0.02,11401
Fashionistas,Google Ads,Display,3721,712,0.001,0.033,18740
Tech Enthusiasts,Google Ads,Display,9360,684,0.001,0.079,6735
Health & Wellness,Facebook,Social Media,4657,629,0.0,0.036,19177
Foodies,Instagram,Display,7342,617,0.001,0.072,13689
Tech Enthusiasts,Facebook,Influencer,9502,644,0.001,0.043,18828
Foodies,Email,Email,5007,233,0.0,0.05,11641
Foodies,Email,Influencer,2355,651,0.001,0.036,17408
Health & Wellness,Facebook,Social Media,5951,223,0.0,0.024,14614
Tech Enthusiasts,Website,Search,8745,973,0.001,0.037,8070
Health & Wellness,Instagram,Influencer,1907,695,0.001,0.068,18593
Outdoor Adventurers,Instagram,Search,8181,857,0.001,0.052,13925
Health & Wellness,Email,Search,7013,166,0.001,0.06,12759
Foodies,Email,Influencer,1473,397,0.0,0.042,6797
Health & Wellness,Instagram,Search,8761,693,0.001,0.043,5138
Tech Enthusiasts,Website,Search,3129,887,0.001,0.037,13741
Health & Wellness,Email,Influencer,7636,540,0.001,0.077,7609
Fashionistas,Facebook,Social Media,3878,562,0.0,0.04,8679
Fashionistas,YouTube,Influencer,7735,335,0.0,0.066,11098
Tech Enthusiasts,Website,Social Media,9125,609,0.001,0.06,7184
Fashionistas,Website,Search,5910,379,0.001,0.042,6969
Fashionistas,Google Ads,Display,5167,819,0.001,0.027,17690
Fashionistas,YouTube,Display,1080,195,0.0,0.051,10505
Tech Enthusiasts,Website,Influencer,7249,248,0.001,0.055,13319
Foodies,Facebook,Influencer,1504,527,0.001,0.061,17483
Outdoor Adventurers,Google Ads,Email,4967,481,0.0,0.066,13476
Fashionistas,Instagram,Search,6625,541,0.001,0.038,17031
Tech Enthusiasts,Instagram,Social Media,5034,703,0.001,0.04,5119
Foodies,Email,Social Media,7440,115,0.0,0.054,13900
Fashionistas,Website,Email,1762,799,0.001,0.047,19244
Outdoor Adventurers,Google Ads,Display,3091,468,0.0,0.062,10701
Tech Enthusiasts,Website,Display,5813,666,0.001,0.063,5398
Foodies,Email,Search,9657,477,0.001,0.047,8928
Outdoor Adventurers,Website,Search,4547,486,0.001,0.039,7417
Tech Enthusiasts,Facebook,Influencer,3889,471,0.001,0.033,10635
Outdoor Adventurers,Google Ads,Email,7743,882,0.001,0.032,6069
Tech Enthusiasts,Instagram,Display,3729,820,0.002,0.045,9733
Foodies,YouTube,Search,1823,688,0.001,0.076,12435
Health & Wellness,Facebook,Search,8685,216,0.001,0.05,7586
Outdoor Adventurers,Instagram,Search,2684,726,0.0,0.034,19015
Tech Enthusiasts,YouTube,Display,2037,377,0.001,0.063,19175
Foodies,YouTube,Influencer,3500,263,0.0,0.033,16588
Tech Enthusiasts,YouTube,Display,7893,577,0.001,0.069,18594
Outdoor Adventurers,Facebook,Influencer,4039,820,0.001,0.069,7977
Fashionistas,Instagram,Influencer,3323,308,0.001,0.048,14954
Foodies,Email,Search,9630,797,0.001,0.02,18987
Health & Wellness,YouTube,Email,6281,569,0.001,0.034,15094
Outdoor Adventurers,Website,Search,8137,539,0.0,0.06,19045
Health & Wellness,YouTube,Search,6153,974,0.001,0.032,19956
Health & Wellness,Website,Social Media,7980,187,0.001,0.08,6391
Tech Enthusiasts,Email,Display,6239,847,0.001,0.026,9757
Outdoor Adventurers,Instagram,Influencer,1529,591,0.001,0.075,19247
Foodies,Google Ads,Social Media,5177,117,0.001,0.024,5724
Foodies,Facebook,Display,9130,298,0.0,0.059,19903
Fashionistas,Instagram,Email,3585,425,0.001,0.054,9545
Tech Enthusiasts,YouTube,Influencer,8069,136,0.001,0.023,10966
Fashionistas,Website,Email,7534,961,0.001,0.047,9944
Foodies,Website,Influencer,5175,709,0.0,0.05,15528
Fashionistas,YouTube,Search,2789,911,0.0,0.054,5235
Fashionistas,Email,Social Media,6707,310,0.001,0.046,8007
Health & Wellness,Facebook,Social Media,2119,129,0.001,0.044,12541
Foodies,Google Ads,Social Media,3282,161,0.001,0.066,8363
Health & Wellness,YouTube,Social Media,3821,621,0.0,0.054,13996
Tech Enthusiasts,Facebook,Social Media,8572,374,0.0,0.068,6722
Fashionistas,Instagram,Influencer,1709,992,0.001,0.05,17835
Tech Enthusiasts,YouTube,Influencer,1289,954,0.0,0.053,18432
Outdoor Adventurers,Website,Display,1011,582,0.0,0.058,15970
Health & Wellness,Google Ads,Influencer,9007,977,0.001,0.075,5233
Foodies,Facebook,Search,3690,695,0.002,0.073,13042
Health & Wellness,YouTube,Search,9769,648,0.001,0.023,6865
Fashionistas,Facebook,Email,4763,356,0.001,0.024,12349
Foodies,Facebook,Display,5551,155,0.001,0.049,7223
Outdoor Adventurers,Email,Influencer,9653,542,0.001,0.034,10930
Health & Wellness,Instagram,Search,1349,607,0.0,0.048,9353
Foodies,Email,Influencer,6354,489,0.0,0.041,7407
Outdoor Adventurers,Facebook,Influencer,3153,545,0.001,0.023,16549
Foodies,Facebook,Email,7289,751,0.001,0.032,14794
Outdoor Adventurers,Email,Search,4827,525,0.002,0.06,13430
Health & Wellness,Email,Email,7285,543,0.002,0.06,9296
Foodies,Website,Influencer,4132,729,0.002,0.04,18168
Health & Wellness,Website,Display,3988,220,0.001,0.052,7963
Outdoor Adventurers,Website,Search,2421,661,0.001,0.048,7866
Fashionistas,Google Ads,Display,2538,450,0.0,0.021,16526
Tech Enthusiasts,Email,Search,2785,342,0.001,0.026,8930
Outdoor Adventurers,Facebook,Display,2068,236,0.001,0.065,5615
Health & Wellness,Facebook,Influencer,1675,583,0.0,0.052,19794
Tech Enthusiasts,Website,Influencer,1040,773,0.001,0.059,12042
Tech Enthusiasts,Website,Social Media,5638,650,0.0,0.054,11788
Foodies,Instagram,Search,3444,369,0.001,0.038,14561
Tech Enthusiasts,YouTube,Display,9526,589,0.001,0.023,15960
Outdoor Adventurers,Email,Search,7939,792,0.001,0.078,9569
Health & Wellness,Instagram,Email,3700,772,0.0,0.068,5462
Health & Wellness,YouTube,Display,3910,668,0.001,0.035,5307
Health & Wellness,YouTube,Search,4894,680,0.001,0.064,16093
Outdoor Adventurers,Email,Email,3505,167,0.001,0.034,11004
Fashionistas,Website,Display,6530,740,0.001,0.048,9588
Outdoor Adventurers,Google Ads,Email,1207,763,0.001,0.074,19620
Fashionistas,Email,Influencer,6655,248,0.0,0.076,11108
Tech Enthusiasts,Google Ads,Social Media,3736,637,0.001,0.036,7793
Outdoor Adventurers,Email,Email,4924,430,0.001,0.026,9751
Foodies,Facebook,Influencer,7816,310,0.001,0.056,11479
Health & Wellness,Website,Search,2404,592,0.001,0.041,7399
Outdoor Adventurers,Google Ads,Search,2771,682,0.001,0.047,14905
Fashionistas,Instagram,Influencer,7139,394,0.001,0.049,11427
Tech Enthusiasts,Website,Display,9854,261,0.001,0.035,9426
Foodies,Email,Email,1941,418,0.0,0.021,16568
Fashionistas,Google Ads,Email,6713,549,0.0,0.041,8414
Foodies,Google Ads,Email,7822,866,0.0,0.036,7012
Foodies,Google Ads,Email,5421,713,0.001,0.075,10490
Tech Enthusiasts,Facebook,Display,8080,775,0.001,0.039,14428
Outdoor Adventurers,Website,Social Media,1992,775,0.0,0.034,9027
Foodies,Google Ads,Email,7505,141,0.0,0.037,8592
Health & Wellness,Email,Search,4055,439,0.001,0.067,14771
Foodies,YouTube,Influencer,7363,451,0.0,0.052,17104
Health & Wellness,Website,Social Media,9580,557,0.001,0.053,13336
Outdoor Adventurers,Instagram,Display,1759,135,0.0,0.06,9100
Foodies,YouTube,Social Media,1884,588,0.0,0.065,16195
Outdoor Adventurers,Website,Display,8768,983,0.001,0.021,17319
Health & Wellness,Instagram,Influencer,5566,185,0.0,0.062,16354
Outdoor Adventurers,Instagram,Social Media,7477,249,0.001,0.041,6491
Outdoor Adventurers,Facebook,Search,8808,219,0.0,0.023,12799
Fashionistas,Email,Influencer,3238,528,0.0,0.073,18286
Health & Wellness,Facebook,Search,1841,328,0.001,0.056,9046
Outdoor Adventurers,Facebook,Email,7833,302,0.001,0.056,8961
Fashionistas,Google Ads,Influencer,1044,336,0.0,0.067,9166
Foodies,Website,Email,6952,367,0.001,0.042,15070
Tech Enthusiasts,Email,Display,9492,390,0.001,0.042,16210
Foodies,Instagram,Display,2791,730,0.001,0.037,13871
Outdoor Adventurers,Google Ads,Influencer,7225,684,0.001,0.066,8227
Tech Enthusiasts,Email,Email,5221,635,0.0,0.078,18372
Tech Enthusiasts,Email,Influencer,1674,702,0.001,0.03,15975
Foodies,Website,Email,5103,556,0.001,0.069,19605
Foodies,YouTube,Influencer,6663,333,0.001,0.072,7779
Foodies,Website,Social Media,7045,593,0.0,0.037,14092
Health & Wellness,Google Ads,Influencer,3317,219,0.001,0.072,6703
Outdoor Adventurers,YouTube,Display,3790,513,0.001,0.049,14821
Tech Enthusiasts,Email,Search,8646,741,0.0,0.022,6523
Fashionistas,Facebook,Search,3010,686,0.001,0.073,7772
Foodies,Instagram,Email,1247,451,0.001,0.065,7030
Outdoor Adventurers,Google Ads,Email,1248,391,0.0,0.038,6421
Foodies,Instagram,Influencer,8348,746,0.0,0.066,6763
Foodies,Instagram,Social Media,8916,663,0.001,0.061,9665
Fashionistas,Email,Influencer,5376,870,0.0,0.047,15991
Foodies,Website,Search,3839,883,0.0,0.045,5182
Tech Enthusiasts,Email,Search,9847,247,0.0,0.032,11453
Foodies,YouTube,Search,6554,217,0.001,0.071,15788
Foodies,Google Ads,Email,8375,410,0.001,0.054,18151
Tech Enthusiasts,Website,Email,7031,781,0.0,0.02,9216
Tech Enthusiasts,Email,Influencer,6100,227,0.001,0.051,12378
Tech Enthusiasts,Website,Display,4018,956,0.001,0.023,9333
Outdoor Adventurers,Instagram,Search,2888,620,0.001,0.038,19263
Fashionistas,Google Ads,Search,2558,633,0.0,0.062,17659
Foodies,YouTube,Display,5233,446,0.0,0.07,14063
Fashionistas,Instagram,Search,4696,758,0.0,0.043,7335
Fashionistas,Facebook,Social Media,2543,716,0.001,0.08,9607
Outdoor Adventurers,YouTube,Search,7026,554,0.0,0.077,10210
Fashionistas,Website,Search,2485,562,0.001,0.052,9501
Health & Wellness,Google Ads,Social Media,7594,276,0.0,0.064,14045
Outdoor Adventurers,Email,Influencer,1255,248,0.001,0.061,14379
Foodies,YouTube,Influencer,2992,539,0.001,0.046,6757
Outdoor Adventurers,Instagram,Social Media,9526,619,0.001,0.07,5077
Foodies,Google Ads,Search,5108,388,0.001,0.064,15754
Tech Enthusiasts,Google Ads,Search,3986,409,0.001,0.037,8648
Outdoor Adventurers,Facebook,Social Media,3138,374,0.001,0.028,15251
Health & Wellness,YouTube,Influencer,4283,530,0.0,0.031,7009
Health & Wellness,Instagram,Social Media,8564,479,0.0,0.025,14580
Foodies,Facebook,Email,3833,218,0.0,0.057,11945
Tech Enthusiasts,Email,Social Media,9146,476,0.001,0.047,18784
Fashionistas,Website,Email,9272,297,0.001,0.031,7276
Outdoor Adventurers,Instagram,Social Media,8121,261,0.001,0.024,18916
Tech Enthusiasts,Google Ads,Search,4973,836,0.001,0.069,18798
Foodies,Facebook,Influencer,1482,609,0.001,0.061,5885
Health & Wellness,Facebook,Influencer,9172,261,0.001,0.036,19122
Outdoor Adventurers,Email,Social Media,2563,338,0.001,0.038,19306
Health & Wellness,Facebook,Display,2663,845,0.001,0.041,7620
Foodies,Google Ads,Influencer,8779,932,0.001,0.028,7757
Foodies,Website,Influencer,3716,783,0.001,0.063,9196
Outdoor Adventurers,Facebook,Search,5512,330,0.001,0.026,12367
Health & Wellness,Website,Social Media,4677,422,0.001,0.066,18216
Tech Enthusiasts,Instagram,Search,1319,385,0.001,0.064,9164
Tech Enthusiasts,Website,Influencer,5904,616,0.0,0.032,15754
Health & Wellness,Website,Influencer,5402,965,0.001,0.049,6101
Fashionistas,Website,Social Media,2599,220,0.001,0.038,5760
Foodies,Website,Influencer,7625,342,0.001,0.044,15620
Foodies,Instagram,Email,6134,460,0.001,0.052,10356
Tech Enthusiasts,Facebook,Influencer,3830,165,0.001,0.031,14342
Outdoor Adventurers,Facebook,Social Media,2742,930,0.0,0.034,5708
Tech Enthusiasts,Instagram,Email,3497,852,0.001,0.056,16117
Foodies,Instagram,Display,3911,980,0.001,0.059,17060
Health & Wellness,YouTube,Search,1071,476,0.0,0.06,5735
Outdoor Adventurers,Email,Display,6118,432,0.001,0.066,6455
Tech Enthusiasts,Email,Email,3539,986,0.001,0.07,12540
Tech Enthusiasts,YouTube,Search,9206,997,0.001,0.036,14185
Health & Wellness,Instagram,Email,6448,255,0.001,0.04,19400
Health & Wellness,YouTube,Email,3136,299,0.001,0.042,8299
Foodies,Instagram,Email,5887,449,0.001,0.027,12521
Fashionistas,YouTube,Search,6676,719,0.001,0.038,16999
Outdoor Adventurers,Website,Influencer,4753,690,0.0,0.079,7649
Outdoor Adventurers,YouTube,Display,7193,875,0.001,0.028,7972
Outdoor Adventurers,Google Ads,Email,7405,466,0.002,0.021,8054
Health & Wellness,Instagram,Display,6800,883,0.0,0.032,7676
Foodies,Google Ads,Search,3260,975,0.001,0.021,14090
Foodies,Website,Email,3107,392,0.001,0.022,12383
Fashionistas,Google Ads,Email,4852,575,0.001,0.077,18605
Health & Wellness,Website,Influencer,5852,995,0.0,0.04,13733
Foodies,Email,Influencer,7706,362,0.001,0.072,14352
Outdoor Adventurers,YouTube,Influencer,1314,948,0.001,0.033,15123
Fashionistas,Website,Influencer,3905,238,0.0,0.033,13874
Health & Wellness,Facebook,Social Media,7164,248,0.001,0.074,18511
Fashionistas,Instagram,Social Media,4706,854,0.001,0.074,5135
Fashionistas,Instagram,Social Media,1953,235,0.001,0.025,11579
Outdoor Adventurers,Google Ads,Search,7348,524,0.0,0.07,5234
Fashionistas,Facebook,Display,9154,878,0.001,0.036,5873
Foodies,Website,Search,2254,497,0.001,0.052,18763
Health & Wellness,Facebook,Influencer,5577,625,0.001,0.058,13317
Foodies,Facebook,Display,3069,936,0.001,0.027,18273
Health & Wellness,Google Ads,Display,2902,662,0.0,0.059,9593
Tech Enthusiasts,Instagram,Email,5718,101,0.001,0.065,12353
Outdoor Adventurers,Email,Social Media,9966,882,0.001,0.038,9147
Foodies,Facebook,Display,5438,483,0.001,0.063,18904
Foodies,Website,Social Media,1178,407,0.0,0.024,15854
Tech Enthusiasts,Google Ads,Social Media,2209,991,0.001,0.06,12593
Outdoor Adventurers,YouTube,Social Media,6637,147,0.001,0.062,13677
Foodies,Facebook,Search,5495,197,0.001,0.074,10151
Health & Wellness,Instagram,Social Media,8821,863,0.001,0.066,11723
Health & Wellness,Facebook,Influencer,8943,594,0.001,0.056,13776
Health & Wellness,Instagram,Display,5330,380,0.002,0.024,17097
Tech Enthusiasts,Email,Search,9125,540,0.001,0.031,12586
Health & Wellness,Website,Display,9732,419,0.001,0.046,15917
Foodies,Website,Display,8082,309,0.001,0.079,7086
Health & Wellness,Website,Display,1527,911,0.001,0.076,15955
Health & Wellness,Instagram,Influencer,3551,944,0.0,0.052,14364
Fashionistas,Email,Search,3214,918,0.0,0.054,18215
Fashionistas,Google Ads,Social Media,7321,680,0.0,0.026,13804
Tech Enthusiasts,Website,Email,5420,749,0.002,0.026,16806
Outdoor Adventurers,Website,Influencer,1667,781,0.001,0.028,12089
Fashionistas,YouTube,Social Media,8301,176,0.001,0.045,17438
Health & Wellness,YouTube,Search,6769,450,0.001,0.038,17037
Tech Enthusiasts,Instagram,Email,5611,603,0.0,0.022,19609
Outdoor Adventurers,YouTube,Display,6939,871,0.0,0.078,7336
Fashionistas,Facebook,Influencer,8677,310,0.001,0.044,18407
Health & Wellness,Google Ads,Influencer,2827,787,0.0,0.054,11480
Outdoor Adventurers,Instagram,Social Media,3431,238,0.001,0.062,10684
Foodies,Email,Display,7807,888,0.001,0.075,12063
Fashionistas,Email,Display,2418,263,0.001,0.036,13979
Health & Wellness,Facebook,Influencer,9226,604,0.001,0.038,5325
Health & Wellness,Instagram,Display,1630,128,0.001,0.027,12356
Foodies,Facebook,Influencer,1807,329,0.001,0.046,18662
Outdoor Adventurers,Email,Search,5925,514,0.001,0.044,10663
Fashionistas,Instagram,Display,6467,656,0.001,0.074,6145
Outdoor Adventurers,YouTube,Display,3147,699,0.001,0.022,11678
Health & Wellness,YouTube,Influencer,1117,433,0.001,0.043,15330
Fashionistas,Email,Display,7179,469,0.001,0.057,17164
Tech Enthusiasts,Instagram,Display,6568,291,0.001,0.026,18936
Health & Wellness,Google Ads,Search,3081,106,0.0,0.03,8691
Tech Enthusiasts,Website,Display,8874,175,0.001,0.052,10811
Tech Enthusiasts,Email,Social Media,1944,510,0.001,0.058,17866
Fashionistas,Email,Email,5891,364,0.001,0.04,13956
Outdoor Adventurers,YouTube,Social Media,8739,209,0.001,0.058,14594
Foodies,Google Ads,Email,8217,877,0.001,0.045,15164
Fashionistas,Facebook,Display,8879,195,0.001,0.028,9180
Tech Enthusiasts,Instagram,Social Media,4847,345,0.0,0.077,10023
Tech Enthusiasts,Facebook,Social Media,9429,452,0.001,0.031,6468
Fashionistas,Email,Influencer,3165,716,0.001,0.028,11689
Foodies,Website,Email,3239,553,0.001,0.037,17295
Foodies,Facebook,Display,4623,978,0.001,0.028,8644
Tech Enthusiasts,YouTube,Influencer,6542,861,0.001,0.026,13282
Foodies,Google Ads,Social Media,5778,859,0.002,0.05,7632
Fashionistas,YouTube,Display,9165,140,0.0,0.063,19293
Outdoor Adventurers,Instagram,Email,5694,938,0.001,0.071,10447
Outdoor Adventurers,Email,Display,5429,186,0.001,0.064,19488
Fashionistas,Website,Display,1618,197,0.0,0.073,18153
Outdoor Adventurers,Instagram,Display,4305,523,0.001,0.046,14306
Outdoor Adventurers,Email,Display,8035,769,0.001,0.037,11589
Fashionistas,Website,Social Media,6487,432,0.001,0.058,15756
Tech Enthusiasts,Website,Email,4715,358,0.002,0.03,8396
Fashionistas,Google Ads,Display,3902,228,0.001,0.032,13733
Tech Enthusiasts,Google Ads,Influencer,3052,597,0.001,0.061,9107
Fashionistas,Instagram,Email,2232,826,0.001,0.071,9238
Outdoor Adventurers,Email,Email,4767,882,0.0,0.028,14152
Health & Wellness,Instagram,Influencer,3562,928,0.001,0.043,5162
Fashionistas,Google Ads,Email,8957,725,0.001,0.061,5720
Foodies,Instagram,Search,2703,807,0.001,0.046,11757
Health & Wellness,Google Ads,Email,4139,673,0.001,0.072,17059
Health & Wellness,Website,Social Media,5103,498,0.0,0.053,13911
Foodies,YouTube,Social Media,6482,575,0.0,0.067,14864
Tech Enthusiasts,Instagram,Display,1364,763,0.0,0.034,16792
Outdoor Adventurers,Website,Influencer,1747,178,0.001,0.054,13776
Foodies,Google Ads,Display,4642,201,0.001,0.058,19331
Health & Wellness,Facebook,Social Media,5971,592,0.001,0.077,15892
Foodies,Email,Social Media,3357,409,0.0,0.062,6164
Fashionistas,Instagram,Display,1668,249,0.0,0.051,15280
Tech Enthusiasts,Google Ads,Search,4830,574,0.001,0.06,13429
Foodies,Website,Social Media,1188,575,0.001,0.056,18818
Foodies,Website,Search,7050,521,0.001,0.063,6294
Health & Wellness,Google Ads,Email,9996,212,0.001,0.072,8372
Foodies,Email,Social Media,4127,471,0.001,0.058,8288
Health & Wellness,YouTube,Influencer,1767,492,0.001,0.025,10071
Health & Wellness,YouTube,Email,9974,696,0.002,0.037,8438
Health & Wellness,YouTube,Search,7680,168,0.0,0.071,9465
Tech Enthusiasts,Website,Display,5627,529,0.0,0.064,16697
Fashionistas,Email,Display,4552,317,0.001,0.026,7551
Foodies,Instagram,Search,8479,223,0.0,0.043,15532
Outdoor Adventurers,YouTube,Influencer,4401,283,0.001,0.044,5630
Tech Enthusiasts,Facebook,Display,1319,930,0.001,0.025,11630
Tech Enthusiasts,Instagram,Influencer,3131,309,0.001,0.066,11248
Health & Wellness,Email,Influencer,3056,284,0.0,0.022,18456
Health & Wellness,YouTube,Search,1516,385,0.001,0.059,14385
Foodies,Google Ads,Email,7704,465,0.001,0.079,7022
Health & Wellness,Website,Search,3564,194,0.001,0.038,8752
Outdoor Adventurers,YouTube,Social Media,9185,966,0.001,0.055,5746
Outdoor Adventurers,Website,Search,8672,846,0.0,0.045,8588
Fashionistas,Facebook,Influencer,3749,922,0.001,0.07,6297
Fashionistas,Facebook,Email,9488,686,0.001,0.062,9661
Health & Wellness,Instagram,Email,6072,914,0.0,0.073,17008
Tech Enthusiasts,Facebook,Display,5881,689,0.0,0.026,10187
Tech Enthusiasts,Website,Influencer,4061,632,0.001,0.061,13878
Foodies,Instagram,Search,8194,191,0.001,0.044,9890
Tech Enthusiasts,Google Ads,Search,9904,667,0.002,0.074,10434
Foodies,Facebook,Influencer,1585,228,0.001,0.062,12824
Outdoor Adventurers,Instagram,Influencer,6838,665,0.001,0.046,16574
Tech Enthusiasts,Google Ads,Influencer,5064,398,0.001,0.045,10714
Foodies,Website,Search,6828,368,0.001,0.072,15750
Fashionistas,YouTube,Email,8785,146,0.001,0.073,14583
Foodies,Website,Display,6503,928,0.001,0.076,11519
Fashionistas,YouTube,Email,2042,651,0.001,0.063,5454
Outdoor Adventurers,Instagram,Email,5851,531,0.001,0.022,10542
Health & Wellness,Email,Influencer,8437,555,0.001,0.071,16050
Tech Enthusiasts,Instagram,Search,1330,144,0.001,0.075,8121
Outdoor Adventurers,Facebook,Email,4899,275,0.001,0.053,6799
Health & Wellness,YouTube,Influencer,7733,631,0.0,0.064,11834
Fashionistas,Website,Display,8733,140,0.0,0.079,6075
Outdoor Adventurers,Website,Social Media,6094,246,0.0,0.026,14812
Foodies,Email,Email,8021,916,0.0,0.079,14984
Health & Wellness,YouTube,Influencer,1782,312,0.0,0.021,5010
Fashionistas,Google Ads,Influencer,9069,142,0.001,0.079,6840
Outdoor Adventurers,Facebook,Email,4053,874,0.0,0.066,9398
Outdoor Adventurers,Email,Display,8043,486,0.0,0.052,15215
Fashionistas,Google Ads,Display,5958,545,0.001,0.023,10185
Outdoor Adventurers,YouTube,Influencer,4682,176,0.001,0.071,12038
Health & Wellness,Instagram,Email,9148,675,0.0,0.051,12953
Health & Wellness,Instagram,Search,9087,243,0.0,0.068,10652
Outdoor Adventurers,Email,Search,9047,653,0.001,0.026,19835
Health & Wellness,YouTube,Search,3768,816,0.0,0.042,10368
Tech Enthusiasts,Instagram,Search,8160,773,0.001,0.064,17117
Health & Wellness,YouTube,Display,6833,210,0.001,0.061,11812
Tech Enthusiasts,Facebook,Email,2903,656,0.0,0.074,9176
Outdoor Adventurers,Instagram,Display,2227,900,0.001,0.041,8754
Tech Enthusiasts,Email,Search,4079,556,0.001,0.051,9045
Fashionistas,Website,Influencer,5492,266,0.001,0.072,17640
Outdoor Adventurers,YouTube,Social Media,4987,303,0.001,0.039,14386
Fashionistas,Google Ads,Email,4901,548,0.0,0.06,14798
Tech Enthusiasts,Website,Email,8090,220,0.002,0.022,5314
Outdoor Adventurers,Instagram,Email,5868,150,0.001,0.031,18939
Tech Enthusiasts,YouTube,Influencer,6997,191,0.001,0.05,7779
Fashionistas,Google Ads,Search,3116,805,0.002,0.052,10387
Fashionistas,Instagram,Social Media,4653,135,0.0,0.069,6176
Tech Enthusiasts,Facebook,Search,1477,540,0.001,0.078,15341
Foodies,Website,Social Media,8202,703,0.001,0.064,13207
Health & Wellness,Facebook,Display,7666,644,0.001,0.074,16945
Outdoor Adventurers,Facebook,Social Media,3680,846,0.001,0.076,7661
Outdoor Adventurers,Email,Search,1529,938,0.0,0.034,15548
Tech Enthusiasts,Instagram,Influencer,7158,386,0.0,0.066,7036
Health & Wellness,YouTube,Influencer,1608,701,0.001,0.061,12167
Health & Wellness,Facebook,Influencer,2506,139,0.0,0.026,6498
Fashionistas,Facebook,Influencer,9138,610,0.0,0.034,11811
Fashionistas,Google Ads,Search,5532,731,0.0,0.07,12632
Fashionistas,Website,Display,6818,218,0.0,0.079,13670
Foodies,Website,Influencer,8923,217,0.001,0.044,15286
Health & Wellness,Instagram,Display,4343,637,0.0,0.026,14133
Outdoor Adventurers,YouTube,Email,9367,814,0.001,0.027,16966
Fashionistas,Instagram,Influencer,4357,494,0.0,0.042,14234
Foodies,Google Ads,Display,1271,259,0.0,0.031,6735
Tech Enthusiasts,Website,Influencer,6208,599,0.001,0.072,10008
Outdoor Adventurers,Google Ads,Email,4785,619,0.001,0.055,16557
Health & Wellness,Instagram,Social Media,9740,640,0.001,0.061,14209
Outdoor Adventurers,YouTube,Search,3925,851,0.001,0.037,18892
Tech Enthusiasts,Facebook,Social Media,4064,278,0.001,0.051,5078
Outdoor Adventurers,Email,Social Media,4516,197,0.0,0.039,15530
Foodies,Instagram,Social Media,4287,593,0.0,0.059,5715
Fashionistas,Facebook,Email,8884,446,0.0,0.06,17216
Health & Wellness,Instagram,Display,6640,372,0.0,0.048,18429
Health & Wellness,Email,Influencer,6525,160,0.001,0.046,16766
Foodies,Instagram,Display,2057,776,0.001,0.078,10493
Health & Wellness,Google Ads,Email,8714,730,0.001,0.036,18993
Foodies,YouTube,Email,1175,702,0.0,0.062,7173
Tech Enthusiasts,Website,Display,2056,923,0.0,0.055,14359
Tech Enthusiasts,YouTube,Display,6571,543,0.001,0.065,6325
Outdoor Adventurers,YouTube,Display,3743,722,0.0,0.04,15153
Tech Enthusiasts,Website,Email,4747,327,0.001,0.045,9253
Tech Enthusiasts,Email,Social Media,3831,923,0.0,0.047,15357
Health & Wellness,Google Ads,Influencer,3461,775,0.001,0.042,12602
Health & Wellness,YouTube,Email,6401,986,0.0,0.035,14308
Health & Wellness,Email,Influencer,4835,300,0.001,0.052,5696
Foodies,Facebook,Search,3797,282,0.002,0.035,7349
Tech Enthusiasts,Email,Email,6053,966,0.001,0.031,10974
Health & Wellness,YouTube,Search,7589,602,0.001,0.021,9805
Fashionistas,Instagram,Search,5523,179,0.0,0.06,9764
Fashionistas,YouTube,Search,4726,243,0.002,0.066,17930
Outdoor Adventurers,Facebook,Search,2960,358,0.001,0.069,5882
Tech Enthusiasts,Instagram,Email,3096,717,0.001,0.075,10625
Health & Wellness,Instagram,Social Media,7484,914,0.002,0.026,18557
Fashionistas,YouTube,Display,8571,624,0.001,0.056,7127
Foodies,Instagram,Search,7370,996,0.0,0.068,8692
Outdoor Adventurers,YouTube,Influencer,7514,705,0.001,0.053,15117
Foodies,Instagram,Email,5340,233,0.002,0.043,17556
